variable,estimate,std_error,t_value,p_value,district
gp_total_hhd_receiving_food_grai,0.02479398332913504,0.007538464239542814,3.2889966100892085,0.0010913903430810772,hingoli
weekly_haat,9.437568692056715,2.497813648511893,3.7783317813477706,1.8104189229237207e-4,hingoli
total_hhd_having_bpl_cards,0.014440161082950676,0.009401757058488877,1.5359002570602063,0.12532670860956852,hingoli
total_hhd_got_benefit_under_stat,0.0513201777857608,0.020649243147320244,2.485329724659709,0.013337027801330418,hingoli
total_hhd_registered_under_pmjay,0.018538236938684113,0.011636736940013423,1.5930786297092945,0.11190571829464617,hingoli
availability_of_mid_day_meal_sch,5.538805243040968,2.9236018592453554,1.8945142018997938,0.05885340366566962,hingoli
availability_of_public_library,-8.19504463469886,2.4452103222769987,-3.351468198885882,8.77678815565991e-4,hingoli
total_hhd_having_piped_water_con,-0.014088151482978902,0.007984600684989072,-1.764415283717871,0.07839945388874278,hingoli
sub_centre,-6.037992607201899,2.630698812739054,-2.2952048246508343,0.022220722548941342,hingoli
total_hhd_availing_pmjdy_bank_ac,-0.0207617139007069,0.007151626911209001,-2.903075643972188,0.0038927923515603754,hingoli
total_no_of_farmers_received_ben,0.01881091478166937,0.00844531816216306,2.2273778702555616,0.026458943030930687,hingoli
is_village_connected_to_all_weat,-2.6396394260652714,1.7698301896824098,-1.4914647978396989,0.13660105941503758,hingoli
availability_of_high_school,3.248932026172196,1.1942204143513082,2.7205463808261827,0.006639307352650684,jalgaon
availability_of_mid_day_meal_sch,4.862126544205968,1.546988378408675,3.142962553608478,0.001725567108712129,jalgaon
availability_of_ssc_school,-5.135263539789641,1.5798417899402042,-3.250492278713558,0.0011935184471556955,jalgaon
is_early_childhood_edu_provided_,6.025642975423393,2.390080820078697,2.52110427597381,0.011865280561940902,jalgaon
availability_of_govt_degree_coll,4.78033638916078,2.208196955125265,2.164814319694415,0.030656231995037305,jalgaon
total_anemic_pregnant_women,0.2206804366962463,0.04581556646360547,4.816713046024397,1.7037389208571025e-6,jalgaon
total_no_of_newly_born_underweig,0.11397949079233786,0.07298594039691413,1.5616636597746292,0.11870817997340564,jalgaon
total_underweight_child_age_unde,0.01403732695761158,0.008753448839528966,1.6036338607728637,0.10913504905628951,jalgaon
total_no_of_lactating_mothers,0.029471648254077748,0.014602097746627855,2.018316050574569,0.04384563834046431,jalgaon
chc,-3.010227992780732,1.347813408765035,-2.233415970789994,0.025759201316089952,jalgaon
is_bank_available,-2.715399056166598,1.4282033795073008,-1.9012691715540906,0.05757629599440247,jalgaon
telephone_services,2.448192116531314,1.5016683693238153,1.630314766258084,0.10337432184512828,jalgaon
is_broadband_available,2.1580710381962374,0.9041958709807175,2.3867295875345347,0.017198454232291563,jalgaon
total_hhd_availing_pmjdy_bank_ac,0.004794145225140958,0.0015966236973387407,3.0026769821416655,0.002747907972215335,jalgaon
total_no_of_beneficiaries_receiv,0.06395526953858081,0.040495570617650266,1.5793151834414572,0.1146045552584615,jalgaon
availability_of_middle_school,1.6968571466794669,0.9030162867600001,1.8790991608443164,0.06071303177863677,jalna
no_of_children_not_attending_sch,0.01871037971430346,0.009158997208222773,2.042841512988522,0.041502414066501306,jalna
availability_of_mid_day_meal_sch,3.1051066600516943,1.5879460548423323,1.9554232655340433,0.05099460672524936,jalna
availability_of_adult_edu_centre,-1.9484278344840256,1.2209700167505788,-1.5958031792373266,0.11105666919064253,jalna
total_no_of_pregnant_women,-0.06253552273146887,0.03618721395858128,-1.728111006363878,0.08448027284760623,jalna
total_no_of_lactating_mothers,0.2937054270879063,0.03351530688593289,8.7633220273803,1.919610660213818e-17,jalna
total_anemic_adolescent_girls,-0.05291835581669053,0.030927124238131803,-1.7110661634502857,0.08758318261402855,jalna
phc,-5.344922016350722,3.3506478472393777,-1.59519061985414,0.11119356327625494,jalna
total_hhd_having_piped_water_con,0.004449743228454764,0.0027699497295088867,1.6064346515211687,0.10870194168975529,jalna
no_electricity,26.90083624188846,7.388867661032975,3.6407251389487847,2.9522471740399305e-4,jalna
is_broadband_available,1.6299451471786373,0.949071116201786,1.717410970952031,0.08641754878755341,jalna
weekly_haat,2.0379094333040118,1.1247391719743247,1.8118951345197147,0.07049971653163292,jalna
is_village_connected_to_all_weat,-1.3298472623835182,0.9484004162084327,-1.4022002095908548,0.161370042949521,jalna
is_atm_available,-6.809373875442667,1.9234523059248636,-3.540183374689127,4.306767940589926e-4,jalna
recreational_centre,-1.8777459518935509,1.0818740874060246,-1.7356418586526674,0.08313802511981627,jalna
total_hhd_having_bpl_cards,0.018796680801423195,0.00381769751574665,4.923564720330394,1.0985157758386334e-6,jalna
total_no_of_beneficiaries_receiv,-0.16284518002755544,0.07022406504595989,-2.3189369615811524,0.020731799331952617,jalna
total_no_of_farmers_received_ben,0.004801145004298711,0.0032137202963940306,1.493952354747816,0.13571114458588562,jalna
total_hhd_got_benefit_under_stat,0.04814462965292146,0.014141643506114542,3.4044578787539623,7.069631371030424e-4,jalna
availability_of_high_school,4.397495403715694,1.0848792252963266,4.053442356696019,5.548251533641011e-5,kolhapur
total_minority_children_getting_,0.003173153515707367,0.0019927246115777173,1.5923693104764027,0.1117032917171546,kolhapur
is_vocational_edu_centre_availab,5.550284238582338,2.1658518430255906,2.562633384391085,0.010573113301384145,kolhapur
availability_of_adult_edu_centre,-3.1391886639483095,1.7352581798820037,-1.8090614413134605,0.07082292867880677,kolhapur
availability_of_ssc_school,-2.100291995926003,1.4028081585450782,-1.4972054326404258,0.13474074926037707,kolhapur
total_no_of_pregnant_women,0.027278159379873143,0.00849543972338585,3.210917888662443,0.0013768510115385287,kolhapur
total_anemic_pregnant_women,-0.10005119212966465,0.04417249486152426,-2.2650111215885302,0.023783108799541063,kolhapur
phc,3.45632827766546,1.706578977168171,2.0252964110695615,0.043174002395047886,kolhapur
is_bank_available,2.5835526893266283,1.3740744422741684,1.8802130436621085,0.060448172895767795,kolhapur
