r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.17123475976996239,0.16940475095907626,12.17983281007958,93.5704564652072,0,80,-142252.09917856305,284668.1983571261,285365.1881895075,5374659.897408419,36230,36311
