variable,estimate,p_value,adj_r2,rmse,district,theme
total_no_of_newly_born_underweig,0.19695114132420521,0.020223835694790825,0.004867157188146454,9.043336196028488,bid,Health
total_no_of_pregnant_women,0.033405668801783236,1.916450237404989e-5,0.01899731130514981,8.978902289952533,bid,Health
total_no_of_women_delivered_babi,0.13790910395053718,1.694166660614218e-12,0.052760970883135805,8.823033712872409,bid,Health
total_underweight_child_age_unde,0.050460936510783684,0.011498594867620738,0.005965138531712655,9.038345829707419,bid,Health
gp_total_hhd_receiving_food_grai,0.009532410265610603,1.858894056759175e-12,0.05256944916896844,8.823925629845046,bid,Others
gp_total_no_of_eligible_benefici,0.01029459311306589,3.3929279720792834e-5,0.01781282423596109,8.984321329756085,bid,Others
total_hhd_availing_pmjdy_bank_ac,0.011293965137782266,3.0018094810477834e-11,0.0468161747961392,8.850676734924527,bid,Others
total_hhd_having_bpl_cards,0.01317693921690105,7.933930263504287e-13,0.054325812067649304,8.815742863905061,bid,Others
total_hhd_registered_under_pmjay,0.015251395047784515,2.4969964529382053e-6,0.023234837254317853,8.959488730165877,bid,Others
total_no_of_beneficiaries_receiv,0.13880241787794703,2.6735882424900197e-9,0.037490420744486386,8.893867946913621,bid,Others
total_no_of_farmers_received_ben,0.005956937842109373,1.9786577141629403e-8,0.03332055480194618,8.913112512153287,bid,Others
total_no_of_farmers_subscribed_a,0.011939560494331971,2.0775498943114335e-8,0.03321889203859385,8.913581182419334,bid,Others
total_shg,0.10985980701735777,2.197064222276979e-8,0.033102296900483386,8.91411866132107,bid,Others
total_shg_accessed_bank_loans,0.07310768021989958,0.042687109181794046,0.0034464160751643824,9.04978943343803,bid,Others
availability_of_govt_degree_coll,4.358102476529316,0.04946566786994627,0.0036492409536394987,12.255821448075798,buldana,Education
availability_of_high_school,5.844022629727297,1.3149232207252086e-8,0.03922327370849621,12.035039897039255,buldana,Education
availability_of_mid_day_meal_sch,3.601671095243622,0.02172991071457795,0.005440171547156369,12.244801635184094,buldana,Education
availability_of_middle_school,4.590940802965222,1.6491622535936939e-7,0.03318419573343845,12.072804493819158,buldana,Education
availability_of_ssc_school,3.6866967642030364,0.0031285290032821824,0.00983277343608946,12.217731338575291,buldana,Education
is_vocational_edu_centre_availab,6.170140183412772,0.011766243867048718,0.0068099694492433915,12.236366404651703,buldana,Education
total_minority_children_getting_,0.013728435759285725,0.003305181050399402,0.009706090498076025,12.21851288766994,buldana,Education
is_atm_available,3.794064322780016,0.017082395563706297,0.005974619147639082,12.241511192483804,buldana,Facilities
is_bank_available,4.231610854580135,0.002819516861763415,0.010072886391475855,12.216249864854278,buldana,Facilities
is_village_connected_to_all_weat,2.5721434581622855,0.004883360020819876,0.008808776233082849,12.224047286761225,buldana,Facilities
recreational_centre,-2.217433302141557,0.01762425597066456,0.0059050405265831385,12.241939618447786,buldana,Facilities
total_hhd_having_piped_water_con,0.008042504489261037,9.68399440662219e-6,0.02345725281173261,12.133383557838272,buldana,Facilities
availability_of_mother_child_hea,2.331997337964081,0.012115112812617257,0.006744205368444778,12.23677151346451,buldana,Health
phc,7.20656348001316,0.0066384966542975665,0.008106941708042603,12.22837427234718,buldana,Health
total_no_of_lactating_mothers,0.09536401055759894,6.285208859360774e-5,0.01900678719866089,12.161000281564734,buldana,Health
total_no_of_newly_born_children,0.07743294682915722,2.49478627573357e-5,0.021202989947084472,12.147379908444886,buldana,Health
total_no_of_pregnant_women,0.12287814968131983,1.9532121657196783e-6,0.02727824258538125,12.109622706557104,buldana,Health
total_no_of_women_delivered_babi,0.16292724009174175,1.6203931762508577e-5,0.022230447028299016,12.141002596068308,buldana,Health
gp_total_hhd_receiving_food_grai,0.006320785822558347,0.0027723816716165818,0.01011184196438697,12.216009495796964,buldana,Others
gp_total_no_of_eligible_benefici,0.013244615342415772,4.5505988781387665e-5,0.019773704808176862,12.156245758972963,buldana,Others
total_hhd_availing_pmjdy_bank_ac,0.009443397288157646,4.9977999382020125e-6,0.025035121308279895,12.123577216326902,buldana,Others
total_hhd_having_bpl_cards,0.01019399063825305,4.693958491930451e-6,0.025184805662860965,12.12264652665386,buldana,Others
total_hhd_having_pmsbhgy_benefit,0.014169616523993974,1.1660289212302036e-4,0.017541580939569257,12.170078695718821,buldana,Others
total_hhd_registered_under_pmjay,0.014028281951441747,4.333369510539369e-6,0.02537557514131905,12.121460279186495,buldana,Others
total_no_of_beneficiaries_receiv,0.1627020495258583,5.828995686832145e-5,0.019185667915974758,12.159891472858414,buldana,Others
total_no_of_farmers_received_ben,0.005437851764553651,0.031791663478281704,0.004604027074673223,12.24994776712517,buldana,Others
total_shg,0.0343748860884631,0.005940610404044838,0.008360383731932042,12.226811915450613,buldana,Others
total_shg_accessed_bank_loans,0.24357155925046275,1.2851146914737892e-4,0.01731134609150553,12.171504614631306,buldana,Others
availability_of_high_school,6.151088617755666,6.908024617709916e-14,0.06105832119505006,9.488112651189978,chandrapur,Education
availability_of_middle_school,6.198263801117715,9.806060273927712e-20,0.08913984656445972,9.345152127713757,chandrapur,Education
availability_of_public_library,6.563123671962031,2.575289119987164e-12,0.053397452998546924,9.5267409916738,chandrapur,Education
availability_of_ssc_school,5.257753771541754,9.316838763911518e-8,0.03097062461146194,9.638933741791543,chandrapur,Education
no_of_children_not_attending_sch,0.09080554075062493,5.252598974794047e-25,0.11382229979651026,9.2176652520397,chandrapur,Education
total_minority_children_getting_,0.03258633263513664,9.405785872271501e-17,0.07490879759087521,9.417872336261798,chandrapur,Education
is_atm_available,5.1495006999621165,6.63427747793823e-4,0.01203690846961103,9.732645026614382,chandrapur,Facilities
is_bank_available,6.528112102629668,2.224345000661391e-9,0.03897719107950959,9.599030493761811,chandrapur,Facilities
is_broadband_available,2.737449267884811,5.622151838117466e-5,0.017261497522932268,9.706876617345308,chandrapur,Facilities
is_primary_school_with_computer_,2.6817503996230134,4.873667149908831e-5,0.01756573574063347,9.705373963570112,chandrapur,Facilities
is_village_connected_to_all_weat,2.5201831398677284,3.101073404236667e-4,0.013639085760870473,9.724750121397586,chandrapur,Facilities
public_transport,3.343777665601502,3.892681976911986e-5,0.018044627215839548,9.703008213737421,chandrapur,Facilities
recreational_centre,2.587832044580321,4.0843687942452575e-4,0.013057881334415322,9.72761481087009,chandrapur,Facilities
total_hhd_having_piped_water_con,0.023959631181977643,1.4382594829560948e-23,0.10715234352508862,9.252289329165759,chandrapur,Facilities
weekly_haat,6.02717571027023,1.1268052995802098e-11,0.05026024945883967,9.542514561939164,chandrapur,Facilities
availability_of_mother_child_hea,4.492258450535729,7.306117089039322e-11,0.046277792707419274,9.562500508914617,chandrapur,Health
chc,4.1779702624448865,8.921668973711148e-5,0.016279225542275566,9.711726540046111,chandrapur,Health
sub_centre,4.528162634473369,7.881208849393685e-8,0.03132964624456103,9.637147982549354,chandrapur,Health
total_anemic_adolescent_girls,0.04901199258005621,0.003269620988048853,0.00871162004753212,9.749010346965138,chandrapur,Health
total_anemic_pregnant_women,0.10793287632456326,0.009421798764061108,0.006544767664534601,9.75965968738567,chandrapur,Health
total_no_of_lactating_mothers,0.21751937812390826,1.2172698693344867e-14,0.06471773110101375,9.469605223945404,chandrapur,Health
total_no_of_newly_born_children,0.16466327982998344,9.603833917195193e-14,0.06036261068465043,9.491627117287894,chandrapur,Health
total_no_of_newly_born_underweig,0.11939012977443181,0.017555974791524785,0.005293046573000226,9.765806177858757,chandrapur,Health
total_no_of_pregnant_women,0.172511340702934,3.6010458838234795e-11,0.04778620651367527,9.55493545718799,chandrapur,Health
total_no_of_women_delivered_babi,0.40308736446951315,4.5200736654482753e-14,0.06195338155850183,9.483589229448128,chandrapur,Health
total_underweight_child_age_unde,0.1006399166304869,4.389750835587396e-7,0.02764501594149993,9.65545948749581,chandrapur,Health
